name,url,cuisines,area,timing,full_address,phonenumber,ishomedelivery,istakeaway,isindoorseating,isvegonly,dinner_ratings,dinner_reviews,delivery_ratings,delivery_reviews,knownfor,populardishes,peopleknownfor,averagecost,city,latitude,longitude,overall_rating,total_reviews,demand_score,restaurant_density,cost_index,cuisine_count,area_demand_score,area_avg_rating
Chai Days,https://www.zomato.com/bangalore/chai-days-koramangala-5th-block-bangalore,"fast food, beverages","Koramangala 5th Block, Bangalore",8am – 2am (Today),"104, 1st Main Road, Koramangala 5th Block, Bangalore",+919980094666,1,1,1,0,3.5,50,4.3,764,,,"Excellent Location, Comforting Atmosphere, Best Food under Best Budget, Elaborate Menu, Good Quality, Ambience",300,Bangalore,,,3.9,814,622.0,63,0.5941924921733636,2,3886.4761904761904,4.025396825396825
Onesta,https://www.zomato.com/bangalore/onesta-koramangala-5th-block-bangalore,"pizza, pasta, fast food, desserts, beverages, sandwich, north indian","Koramangala 5th Block, Bangalore",11am – 12midnight (Today),"63, Industrial Layout, Opposite Jyothi Nivas College, Koramangala 5th Block, Bangalore",+919513736274,1,1,1,0,4.4,9629,3.6,10900,"serving a combo of unlimited pizzas, desserts and a beverage","Herbed Potato Wedges, Chicken Stuffed Pizza, Wasabi Chicken, Coconut Choux, Sweet Pizza, Thiramisu","Nice Hangout, Cute Ambience, Yummy Desserts, Outdoor Sitting, Pretty Place, Dessert Menu",500,Bangalore,,,4.0,20529,10444.5,63,0.9903208202889393,7,3886.4761904761904,4.025396825396825
A2B - Adyar Ananda Bhavan,https://www.zomato.com/bangalore/a2b-adyar-ananda-bhavan-koramangala-7th-block,"south indian, fast food, street food, ice cream, beverages, north indian, chinese","Koramangala 7th Block, Bangalore",7am – 10:30pm (Today),"344, 7th Block, 80 Feet Road, Near BPCL Petrol Pump, Koramangala 7th Block, Bangalore",18001036363,1,1,1,0,2.3,268,3.8,2487,,,"Breakfast, Tasty, Good Food, Good Place",800,Bangalore,,,3.05,2755,1567.5,31,1.584513312462303,7,4488.887096774193,4.02258064516129
Beijing Bites,https://www.zomato.com/bangalore/beijing-bites-koramangala-5th-block,"chinese, thai, seafood, healthy food","Koramangala 5th Block, Bangalore",Opens at 7pm,"11, 1st Cross, A Block, Koramangala 5th Block, Bangalore",+918042246688,1,1,1,0,4.1,815,4.0,6477,,"Chicken Drum, Schezwan Chicken, Chopsuey, Noodle, Soups, Momos","Chinese, Comfortable Seating Area, Family Place, Decent Ambience, Great Value, Good Quantity",800,Bangalore,,,4.05,7292,3846.0,63,1.584513312462303,4,3886.4761904761904,4.025396825396825
Kullad Cafe,https://www.zomato.com/bangalore/kullad-cafe-btm,"north indian, fast food, beverages, shake","BTM, Bangalore",7:30am – 11pm (Today),"G-3, 1210, 16th Main Road, 2nd Stage, Opposite IS Colony Park, BTM, Bangalore",+918861570148,1,1,1,0,3.8,429,3.8,33100,,"Mix Paratha, Poha, Veg Sandwich, Lemon Tea, Chai, Aloo Paratha","Waiting Time, Quick Delivery, Packed on Weekends, Fancy Crowd, Breakfast, Student Crowd",300,Bangalore,,,3.8,33529,16954.5,137,0.5941924921733636,4,4193.226277372263,3.8197080291970797
OOttupura ,https://www.zomato.com/bangalore/oottupura-btm-bangalore,"kerala, south indian","BTM, Bangalore",8am – 11pm (Today),"1st Cross, Maruthi Nagar, Madiwala, BTM, Bangalore",+919916964682,1,1,1,0,3.6,22,4.2,2256,,,"Student Crowd, Packaging, Fresh Food, Good Quality",300,Bangalore,,,3.9000000000000004,2278,1349.0,137,0.5941924921733636,2,4193.226277372263,3.8197080291970797
Pizza Hut,https://www.zomato.com/bangalore/pizza-hut-koramangala-6th-block,"pizza, fast food, desserts, beverages","Koramangala 6th Block, Bangalore",9am – 3am (Today),"478, 80 Feet Road, 6th Block, Koramangala 6th Block, Bangalore",+918050211298,1,1,1,0,4.0,547,3.8,7287,Pan Pizzas,,"Family Place, Environment, Family Crowd, Great Taste, Awesome Place, Excellent Service",400,Bangalore,,,3.9,7834,4107.0,27,0.7922566562311515,4,2435.703703703704,4.014814814814814
Meghana Foods,https://www.zomato.com/bangalore/meghana-foods-koramangala-5th-block,"biryani, andhra, north indian, seafood","Koramangala 5th Block, Bangalore",11am – 12midnight (Today),"124, KHB Colony, 1st Cross, Near Jyothi Nivas College, Koramangala 5th Block, Bangalore",+918042005060,1,1,1,0,4.3,6828,4.2,69900,Spicy Chicken Biryani,"Spicy Andhra Style Biryani, Meghna Special Chicken Biryani, Marinated Chicken, Authentic Hyderabadi Biryani, Mushroom Pepper, Chicken Boneless","Best Taste with Best Price, Affordable Food, Order Online, Gastronomical Experience, Family Restaurant, Good Delivery",700,Bangalore,,,4.25,76728,38574.0,63,1.3864491484045152,4,3886.4761904761904,4.025396825396825
Kabab Magic,https://www.zomato.com/bangalore/kabab-magic-btm,"north indian, kebab, hyderabadi, beverages","BTM, Bangalore","11:30am – 3:30pm, 5:30pm – 11pm (Today)","103, 1st Main, Maruthinagar, Madiwala, BTM, Bangalore",+918025633202,1,1,1,0,3.8,428,3.9,22700,,"Pulpy Grape Juice, Grill Chicken, Bbq Chicken, Rolls","Quick Delivery, Combos, Good Taste, Nice Food, Tasty, Quantity",400,Bangalore,,,3.8499999999999996,23128,11759.0,137,0.7922566562311515,4,4193.226277372263,3.8197080291970797
Polar Bear,https://www.zomato.com/bangalore/polar-bear-1-koramangala-6th-block,"ice cream, beverages, shake","Koramangala 6th Block, Bangalore",11am – 12midnight (Today),"99, 5th Cross, Koramangala 6th Block, Bangalore",+918041170019,1,1,1,0,4.1,309,4.3,6473,,"Choco Fudge Brownie, Chocolate Icecreams, Ice Creams, Icecream","Efficient Staff, Totally Worth it, Table Service, Crowd, Nice Place, Ambiance",350,Bangalore,,,4.199999999999999,6782,3606.0,27,0.6932245742022576,3,2435.703703703704,4.014814814814814
Corner House Ice Creams,https://www.zomato.com/bangalore/corner-house-ice-creams-koramangala-7th-block-bangalore,"desserts, ice cream, beverages","Koramangala 7th Block, Bangalore",11am – 11:30pm (Today),"67-7-61, 1st A Main, Koramangala 7th Block, Bangalore",+919845923734,1,1,1,0,4.7,1675,4.4,5814,,"Mocha Ice Cream, Chocolate Malt, Brown Bomb, Cake Fudge, Caramel Pudding, Banana Split","Seating Capacity, Best Places, Good Quantity, Mood, Awesome Place, Quick Service",300,Bangalore,,,4.550000000000001,7489,3964.5,31,0.5941924921733636,3,4488.887096774193,4.02258064516129
Hari Super Sandwich,https://www.zomato.com/bangalore/hari-super-sandwich-2-jayanagar,"fast food, sandwich, street food","Jayanagar, Bangalore",10:06am – 9pm (Today),"13/34, 24th A Main, 9th Block, Near Jain College Back Gate, District Road, Jayanagar, Bangalore",+918105183147,1,1,0,0,4.0,258,3.9,1808,,"American Sweet Corn, Chocolate Sandwich, Sandwiches, Corn","Worth the Money, Great Place, Prices, Taste, Food",200,Bangalore,,,3.95,2066,1228.0,120,0.39612832811557575,3,2199.329166666667,4.034166666666667
Anand Sweets And Savouries,https://www.zomato.com/bangalore/anand-sweets-and-savouries-koramangala-5th-block-bangalore,"mithai, street food, desserts, beverages","Koramangala 5th Block, Bangalore",11:30am – 10pm (Today),"143/A, 60 Feet Road, Koramangala 5th Block, Bangalore",+918025631555,1,1,1,0,4.4,973,4.3,6375,,"Motichoor Ladoo, Kalakand, Rasamalai, Kaju Katli, Ras Malai, Raj Kachori","Street Food, Best Places, Hygiene, Quality Food, Great Taste, Perfect Place",300,Bangalore,,,4.35,7348,3889.0,63,0.5941924921733636,4,3886.4761904761904,4.025396825396825
Nandhana Palace,https://www.zomato.com/bangalore/nandhana-palace-koramangala-4th-block,"biryani, andhra, north indian, chinese, mughlai, south indian, desserts, beverages","Koramangala 4th Block, Bangalore","11:30am – 4:30pm, 6:30pm – 11pm (Today)","7, 4th Block, 100 Feet Road, Near BDA Complex, Koramangala 4th Block, Bangalore",+919513444813,1,1,1,0,4.2,1171,4.1,6199,,"Fish Pomfret, Andhra Style Chicken, Bamboo Chicken, Paneer Manchurian, Veg Thali, Chilly Chicken","Nice Food Quality, Good Service Good Quality, Staff Behavior, Family Place, Themed Decor, Authentic Food",800,Bangalore,,,4.15,7370,3890.0,18,1.584513312462303,8,3089.527777777778,4.044444444444444
La Pino'z Pizza,https://www.zomato.com/bangalore/la-pinoz-pizza-koramangala-4th-block-bangalore,"pizza, fast food, beverages","Koramangala 4th Block, Bangalore",11am – 11pm (Today),"24, Shankar Plaza, 80 Feet Road, Koramangala 4th Block, Bangalore",+918884290055,1,1,1,0,4.2,822,4.0,20800,,"Salsa Fries, Fried Cheese, White Pasta, Cheese Pizza, Pizzas, Shakes","Office Crowd, Elegantly Decorated, Inexpensive, Cute Little Place, Pocket Friendly, Great Recommendations",450,Bangalore,,,4.1,21622,11011.0,18,0.8912887382600454,3,3089.527777777778,4.044444444444444
Taco Bell,https://www.zomato.com/bangalore/taco-bell-koramangala-6th-block,"mexican, fast food, wraps, beverages","Koramangala 6th Block, Bangalore",11am – 11pm (Today),"2/3, 80 Feet Road, Sony World Signal, Opposite Sapphirez, Koramangala 6th Block, Bangalore",+918448797299,1,1,0,0,4.0,1992,4.1,13000,mexican fast food menu,"Chicken Tikka Burrito, Taco Pizza, Chocodilla, Burrito, Mexican Fries, Chicken Quesadilla","Free Refills, Unlimited Refills, Cozy Ambiance, Prime Location, Good Crowd, Reasonable Prices",600,Bangalore,,,4.05,14992,7701.0,27,1.1883849843467271,4,2435.703703703704,4.014814814814814
Thalassery Restaurant,https://www.zomato.com/bangalore/thalassery-restaurant-bannerghatta-road-bangalore,"kerala, north indian, chinese, seafood, beverages, shake","Bannerghatta Road, Bangalore",8am – 11pm (Today),"9/1, Ground Floor, Basavalingappa Nagar, Billekalli Village, South Taluk, Bannerghatta Road, Bangalore",+917406999920,1,1,1,0,3.1,118,3.6,4723,,,"Family Place, Tasty Food, Quantity, Price",700,Bangalore,,,3.35,4841,2600.5,88,1.3864491484045152,6,2246.9375,3.8659090909090907
Samosa Party,https://www.zomato.com/bangalore/samosa-party-koramangala-5th-block-bangalore,"fast food, beverages, burger, tea","Koramangala 5th Block, Bangalore",9am – 10pm (Today),"62, Jyothi Nivas College Road, Koramangala 5th Block, Bangalore",+916360137981,1,1,0,0,4.0,163,4.3,2921,,"Corn Samosa, Indori Poha, Masala Tea, Vada Pav, Chai","Casual Seating Area, Great Recommendations, Reasonable Prices, Prompt Service, Food Presentation, Worth the Money",200,Bangalore,,,4.15,3084,1757.0,63,0.39612832811557575,4,3886.4761904761904,4.025396825396825
Subway,https://www.zomato.com/bangalore/subway-koramangala-5th-block-bangalore,"healthy food, fast food, sandwich, salad, beverages, wraps","Koramangala 5th Block, Bangalore",9am – 11pm (Today),"67-3-75\2, Ground Floor, Industrial Layout, JNC College Road, Koramangala 5th Block, Bangalore",+918043008842,1,1,1,0,3.6,53,4.0,3249,,,"Customizable Food, Fresh Food, Good Quality, Staff, Ambience",400,Bangalore,,,3.8,3302,1851.0,63,0.7922566562311515,6,3886.4761904761904,4.025396825396825
Sri Udupi Food Hub,https://www.zomato.com/bangalore/sri-udupi-food-hub-3-jayanagar-bangalore,"south indian, north indian, chinese, sandwich, desserts, shake, beverages","Jayanagar, Bangalore",7:30am – 10:30pm (Today),"1218/A, 34th Cross, 4th T Block, Jayanagar, Bangalore",+919739434344,1,1,1,0,2.9,7,4.1,862,,,,300,Bangalore,,,3.5,869,639.5,120,0.5941924921733636,7,2199.329166666667,4.034166666666667
Natural Ice Cream,https://www.zomato.com/bangalore/natural-ice-cream-koramangala-1st-block,"ice cream, beverages","Koramangala 1st Block, Bangalore",11am – 11:30pm (Today),"1021, 80 Feet Main Road, Koramangala 1st Block, Bangalore",+918025634466,1,1,1,1,4.8,1100,4.6,1504,,"Sitafal Ice Cream, Tender Coconut Ice Cream, Custard Apple, Icecream, Shakes, Chocolate","Totally Worth it, Parking, Concept, Best Place, Tasty, Good Place",300,Bangalore,,,4.699999999999999,2604,1532.0,24,0.5941924921733636,2,1895.9791666666667,3.995833333333333
Shree Mahalakshmi Sweets,https://www.zomato.com/bangalore/shree-mahalakshmi-sweets-hsr-bangalore,"mithai, street food","HSR, Bangalore",8am – 10pm (Today),"1035, 9th Cross, 24th Main, Sector 1, HSR, Bangalore",+919606013791,1,1,0,0,3.5,3,3.9,2207,,,,300,Bangalore,,,3.7,2210,1300.0,187,0.5941924921733636,2,3225.7593582887703,3.909625668449198
EatFit,https://www.zomato.com/bangalore/eatfit-koramangala-7th-block-bangalore,"mithai, north indian, pizza, burger, fast food, street food, desserts, beverages","Koramangala 7th Block, Bangalore",7am – 11:30pm (Today),"Ground Floor, SPD Plaza, 52, Opposite Jyoti Nivas College Main Gate, Koramangala 7th Block, Bangalore",+919606032265,1,0,1,0,3.8,48,3.8,512,,,"Healthy, Sanitised Service, Best in Service, Cooperative Staff, Served Quickly, Nice Concept",400,Bangalore,,,3.8,560,470.0,31,0.7922566562311515,8,4488.887096774193,4.02258064516129
Falahaar & Kota Kachori,https://www.zomato.com/bangalore/falahaar-kota-kachori-koramangala-7th-block-bangalore,"north indian, rajasthani, fast food, mithai, beverages","Koramangala 7th Block, Bangalore",8am – 9:30pm (Today),"Shop 2, Ground Floor, Salarpuria Money Center, 121, Koramangala 7th Block, Bangalore",+919731555188,1,1,1,1,4.4,3430,3.8,77500,,"Ice Cream Faluda, Kesar Jalebi, Laccha Rabri, Hing Kachori, Malai Ghevar, Khaman Dhokla","Bang for the Buck, Food was Good, Cute Little Place, Street Food, Sitting Area, Authentic Taste",400,Bangalore,,,4.1,80930,40655.0,31,0.7922566562311515,5,4488.887096774193,4.02258064516129
Chaatimes,https://www.zomato.com/bangalore/chaatimes-btm,"street food, fast food","BTM, Bangalore","7:30am – 11:30am, 12noon – 9:30pm (Today)","1224, 17th Main, 8th Cross, 1st Stage, BTM, Bangalore",+919606045474,1,1,1,0,3.3,110,3.9,11500,,,"Food Presentation, Packing, Worth the Money, Quality, Staff",200,Bangalore,,,3.5999999999999996,11610,6000.0,137,0.39612832811557575,2,4193.226277372263,3.8197080291970797
Glen's Bakehouse,https://www.zomato.com/bangalore/glens-bakehouse-koramangala-6th-block-bangalore,"bakery, italian, pizza, sandwich, street food, desserts, beverages","Koramangala 6th Block, Bangalore",9:05am – 12midnight (Today),"616, 17th Main, 80 Feet Road, Koramangala 6th Block, Bangalore",+919742202933,1,1,1,0,3.7,283,4.2,5267,,"Coffee and Doughnuts, Cake in a Jar, Signature Coffee, Cupcakes, Cookies, Red Velvet Cake","Coffee Date, Pretty Decor, Young Crowd, Cafe, Food Presentation, Worth the Money",400,Bangalore,,,3.95,5550,2985.0,27,0.7922566562311515,7,2435.703703703704,4.014814814814814
Meat And Eat,https://www.zomato.com/bangalore/meat-and-eat-1-btm,"burger, fast food, desserts, beverages, bbq, sandwich, finger food","BTM, Bangalore",11am – 4am (Today),"75/4, Maruthi Nagar Main Road, 1st Stage, BTM, Bangalore",+917019641003,1,1,1,0,3.2,48,3.8,2371,,,"Student Crowd, Food Presentation, Young Crowd, Customizable Food, Elaborate Menu, Great Portions",400,Bangalore,,,3.5,2419,1399.5,137,0.7922566562311515,7,4193.226277372263,3.8197080291970797
Chai Point,https://www.zomato.com/bangalore/chai-point-koramangala-5th-block,"tea, north indian, fast food, street food, beverages","Koramangala 5th Block, Bangalore",7am – 1am (Today),"Kitchens Counter 11, New 114, First Floor And Second Floor, Industrial Layout, Koramangala 5th Block, Bangalore",+919620255409,1,1,0,0,3.0,6,4.1,8687,,"Mango Shakes, Masala Tea, Ginger Tea, Masala Chai, Lemon Tea, Vada Pav","Concept, Cute Packaging, Food Presentation, Breakfast, Perfect Place, Extensive Menu",400,Bangalore,,,3.55,8693,4551.5,63,0.7922566562311515,5,3886.4761904761904,4.025396825396825
Sharief Bhai,https://www.zomato.com/bangalore/sharief-bhai-1-koramangala-5th-block,"mughlai, arabian, afghan, biryani, kebab, street food, beverages","Koramangala 5th Block, Bangalore",11am – 12midnight (Today),"66, Ground Floor, JNC Road, Koramangala 5th Block, Bangalore",+918904076215,1,1,1,0,4.4,2202,4.0,12600,,"Gurda Fry, Halwa Puri, Patthar Gosht, Murg Shorba, Paaya Soup, Mutton Nalli","Boneless Chicken Biryani, Cozy Ambience, Authentic Food, Warm Welcome, Calm, Best Restaurant",800,Bangalore,,,4.2,14802,7601.0,63,1.584513312462303,7,3886.4761904761904,4.025396825396825
Krispy Kreme,https://www.zomato.com/bangalore/krispy-kreme-koramangala-7th-block-bangalore,"desserts, beverages","Forum Mall, Koramangala, Bangalore",10am – 11pm (Today),"21, Ground Floor, Forum mall, Chikku Lakshmaiah Layout, Koramangala 7th Block, Bangalore",+919686458177,1,1,1,1,4.2,469,4.3,947,,"Dream Cake, Original Glazed, Hot Chocolate, Coffee","Best Place, Staff, Prices, Packaging, Value for Money, Quality",400,Bangalore,,,4.25,1416,923.0,4,0.7922566562311515,2,2232.5,4.075
Laddoos,https://www.zomato.com/bangalore/laddoos-btm,"mithai, north indian, beverages, fast food, street food, desserts","BTM, Bangalore",9:30am – 10:30pm (Today),"799, 7th Cross Road, 2nd Stage, Near Fooddays, BTM, Bangalore",+916363621722,1,0,1,1,3.2,262,4.1,4406,,"Samosa, Sweets, Pav Bhaji, Lassi","Location, Nice Place, Good Place, Ambiance, Quantity, Staff",300,Bangalore,,,3.65,4668,2539.0,137,0.5941924921733636,6,4193.226277372263,3.8197080291970797
Imperial Restaurant,https://www.zomato.com/bangalore/imperial-restaurant-koramangala-6th-block,"mughlai, north indian, biryani, chinese, seafood, ice cream, desserts, beverages","Koramangala 6th Block, Bangalore",10am – 1am (Today),"47, 6th Cross, 6th Block, Koramangala 6th Block, Bangalore",+918025633136,1,1,1,0,3.2,298,3.8,8715,,"Shawarma, Kababs, Tandoori Chicken, Biryani","Cleanliness, Good Quantity, Good Taste, Location, Prices, Worth the Money",700,Bangalore,,,3.5,9013,4696.5,27,1.3864491484045152,8,2435.703703703704,4.014814814814814
Savoury Restaurant,https://www.zomato.com/bangalore/savoury-restaurant-1-btm,"arabian, north indian, chinese, fast food, shake","BTM, Bangalore",11:30am – 12midnight (Today),"84, Madiwala, Hosur Main Road, BTM, Bangalore",+918049994905,1,1,1,0,3.8,422,4.0,17500,,"Savoury, Al Faham Chicken, Juice, Mutton, Fish, Starters","Big Restaurant, Good Ambience, Nice Food, Awesome Food, Tasty, Hospitality",800,Bangalore,,,3.9,17922,9161.0,137,1.584513312462303,5,4193.226277372263,3.8197080291970797
Sri Udupi Park,https://www.zomato.com/bangalore/sri-udupi-park-residency-road,"south indian, chinese, street food, beverages, north indian, shake","Residency Road, Bangalore",7am – 10pm (Today),"57, Opposite Galaxy Mall, Residency Road, Bangalore",+919663839808,1,1,1,1,3.7,151,4.2,7122,,,"Location, Good Taste, Quality, Staff, Good Food, Price",200,Bangalore,,,3.95,7273,3846.5,16,0.39612832811557575,6,2024.75,4.06875
Eat At Kannur,https://www.zomato.com/bangalore/eat-at-kannur-2-btm-bangalore,"south indian, chinese, north indian, biryani, fast food, street food, desserts, beverages","BTM, Bangalore",7am – 12midnight (Today),"34/1, 5th A Main Road, Thavarekere Extension, BTM, Bangalore",+917306876887,1,1,1,0,3.1,19,3.3,4957,,,,400,Bangalore,,,3.2,4976,2653.0,137,0.7922566562311515,8,4193.226277372263,3.8197080291970797
Baskin Robbins,https://www.zomato.com/bangalore/baskin-robbins-koramangala-3rd-block,"ice cream, desserts, beverages","Koramangala 3rd Block, Bangalore",11am – 11pm (Today),"80, 4th B Cross, Opposite BDA Complex, Koramangala 3rd Block, Bangalore",+918065950099,1,1,1,1,3.8,29,4.4,655,,,,400,Bangalore,,,4.1,684,562.0,2,0.7922566562311515,3,671.5,4.300000000000001
Hari Super Sandwich,https://www.zomato.com/bangalore/hari-super-sandwich-jayanagar,"fast food, sandwich, street food","Jayanagar, Bangalore",11am – 9pm (Today),"177/A-44, 22nd Cross, 3rd Block, Jayanagar, Bangalore",+919901117355,1,1,1,0,4.6,1894,3.9,2212,innovative sandwiches,"Cheese Chilly, Chocolate Sandwiches, American Sweet Corn, Potato Twister, Sev Puri, Pani Puri","Cheap Prices, Friendly Place, Low Price, Excellent Place, Amazing Taste, Quick Service",200,Bangalore,,,4.25,4106,2248.0,120,0.39612832811557575,3,2199.329166666667,4.034166666666667
New Udupi Grand,https://www.zomato.com/bangalore/new-udupi-grand-1-koramangala-8th-block-bangalore,"south indian, north indian, street food, beverages, chinese, shake","Koramangala 8th Block, Bangalore",,"10, 2nd Main Road, Adugodi, Koramangala 8th Block, Bangalore",+919986665430,1,1,1,0,3.0,12,3.7,488,,,,600,Bangalore,,,3.35,500,435.0,10,1.1883849843467271,6,1333.75,3.91
Donne Biriyani House,https://www.zomato.com/bangalore/donne-biriyani-house-2-hsr-bangalore,"biryani, north indian","HSR, Bangalore",10:30am – 10:30pm (Today),"916, Ground Floor, 5th Main, 7th Sector, HSR Layout, Near HSR, Bangalore",+919916594057,1,1,1,0,3.5,23,4.0,740,,,"Customizable Food, Fresh Food, Worth the Money, Good Quality, Great Portions, Taste",400,Bangalore,,,3.75,763,581.5,187,0.7922566562311515,2,3225.7593582887703,3.909625668449198
Asha Tiffins,https://www.zomato.com/bangalore/asha-tiffins-hsr-bangalore,"south indian, north indian, chinese, beverages","HSR, Bangalore","7am – 3:30pm, 4:30pm – 10pm (Today)","1170, 5th Main Road, Sector 7, HSR, Bangalore",+917619682498,1,1,1,1,4.4,988,4.2,60200,,"Idli Vada Sambar, Tomato Rice, Babycorn Manchurian, Filtered Coffee, Mushroom Manchurian, Chutney","Chirpy Crowd, Bang for the Buck, Drive through, Inexpensive, Cheap, Hygienic Food",200,Bangalore,,,4.300000000000001,61188,30804.0,187,0.39612832811557575,4,3225.7593582887703,3.909625668449198
California Burrito,https://www.zomato.com/bangalore/california-burrito-1-koramangala-5th-block-bangalore,"mexican, fast food, beverages, desserts","Koramangala 5th Block, Bangalore",11am – 1am (Today),"134, KHB Colony, Koramangala 5th Block, Bangalore",+918047091118,1,1,1,0,4.2,1421,4.3,7031,,"Paneer Burrito, Chicken Quesadilla, Rice Bowl, Tacos, Salsa, Quick Meal","Economical, Casual Seating Area, Fresh Ingredients, Inexpensive, Nice Crowd, Healthy Food",500,Bangalore,,,4.25,8452,4441.0,63,0.9903208202889393,4,3886.4761904761904,4.025396825396825
Vijayalakshmi Veg,https://www.zomato.com/bangalore/vijayalakshmi-veg-jayanagar,"south indian, chinese, north indian","Jayanagar, Bangalore",7am – 10pm (Today),"3, Opposite Sagar Hospital, Tilak Nagar, Jayanagar, Bangalore",+919620776699,1,1,1,1,3.7,135,3.8,9177,,,,300,Bangalore,,,3.75,9312,4846.0,120,0.5941924921733636,3,2199.329166666667,4.034166666666667
Theobroma,https://www.zomato.com/bangalore/theobroma-koramangala-5th-block-bangalore,"desserts, bakery, beverages, fast food, sandwich","Koramangala 5th Block, Bangalore",8am – 12midnight (Today),"Site 117, 7th Block, Koramangala Industrial Layout, Koramangala 5th Block, Bangalore",+918182881881,1,1,0,0,3.0,32,4.3,1468,,,"Vibe, Elaborate Menu, Fresh Food, Good Quality, Ambience",400,Bangalore,,,3.65,1500,965.0,63,0.7922566562311515,5,3886.4761904761904,4.025396825396825
Rolls On Wheels,https://www.zomato.com/bangalore/rolls-on-wheels-jayanagar-bangalore,"rolls, chinese, north indian","Jayanagar, Bangalore",11am – 5am (Today),"365, 26th Main, 38th Cross, 9th Block, Jayanagar, Bangalore",+919066910288,1,1,0,0,3.0,1,4.2,1041,,,,300,Bangalore,,,3.6,1042,731.0,120,0.5941924921733636,3,2199.329166666667,4.034166666666667
Smoor,https://www.zomato.com/bangalore/smoor-koramangala-7th-block-bangalore,"desserts, cafe, pizza, asian, thai, italian, beverages, shake","Koramangala 7th Block, Bangalore",8am – 12midnight (Today),"113, 1st C Main, Prestige Pinnacle, Koramangala 7th Block, Bangalore",+918042365939,1,1,1,0,4.1,233,4.4,2543,,"Red Velvet, Chocolate, Cheesecake, Desserts, Cake, Fries","Highly Recommended, Coffee Date, Pretty Decor, Service and Quality of Food, Table Service, Pocket Friendly",900,Bangalore,,,4.25,2776,1608.0,31,1.7825774765200908,8,4488.887096774193,4.02258064516129
Shanmukha,https://www.zomato.com/bangalore/shanmukha-1-jp-nagar-bangalore,"biryani, andhra, north indian, chinese, seafood","JP Nagar, Bangalore",11:30am – 11pm (Today),"1313, Near Bangalore Central Mall, 25th Main, 9th Block, JP Nagar, Bangalore",+918041735566,1,1,1,0,4.4,2668,4.1,52300,"Their tasty, spicy and colorful biryani","Pepper Chicken Wing, Spicy Andhra Biryani, Veg Hyderabadi Biryani, Kaju Curry, Egg Chilli, Chicken Lollypop","Boneless Chicken Biryani, Relaxed Atmosphere, Servings, Family Restaurant, Family Place, Good for Large Groups",650,Bangalore,,,4.25,54968,27689.0,136,1.2874170663756213,5,2237.6875,3.9676470588235295
Starbucks Coffee,https://www.zomato.com/bangalore/starbucks-coffee-koramangala-7th-block-bangalore,"coffee, desserts, beverages","Koramangala 7th Block, Bangalore",8am – 11pm (Today),"115, Ground Floor, Near Forum Mall, Industrial Layout, Koramangala 7th Block, Bangalore",+918602660010,1,1,1,0,4.2,1442,4.0,437,,"Mocha Frappuccino, White Chocolate Mocha, Java Chip Frappuccino, Caramel Macchiato, Veg Quiche, Vanilla Latte","Charging Ports, Free Wifi, Beautiful Ambience, Cool Place, Seating Arrangement, Interior",600,Bangalore,,,4.1,1879,1139.5,31,1.1883849843467271,3,4488.887096774193,4.02258064516129
Paratha Envy,https://www.zomato.com/bangalore/paratha-envy-1-koramangala-5th-block-bangalore,north indian,"Koramangala 5th Block, Bangalore",9am – 4am (Today),"126/1, Stilt Floor, 5th Block KHB Colony, Koramangala 5th Block, Bangalore",+918049934415,1,1,1,0,3.4,16,4.4,1183,,,"Portion Size, Perfect Presentation, Packing, Proper Packaging, Tasty, Timely Service",400,Bangalore,,,3.9000000000000004,1199,819.5,63,0.7922566562311515,1,3886.4761904761904,4.025396825396825
Kapoor's Cafe,https://www.zomato.com/bangalore/kapoors-cafe-jayanagar-bangalore,"north indian, beverages, desserts","Jayanagar, Bangalore",11am – 11pm (Today),"GVS Complex, 4th Floor, 3rd Block, Jayanagar, Bangalore",+919886752502,1,1,1,0,3.9,475,3.9,2321,,"Aloo Parathaas, Paneer do Pyaza, Fruit Cream, Aloo Poori, Spicy Fries, Masala Chaas","Authentic, Good Service Good Quality, Ample Seating Area, Relaxed Atmosphere, Family Place, Waiting Time",700,Bangalore,,,3.9,2796,1593.0,120,1.3864491484045152,3,2199.329166666667,4.034166666666667
Barbeque Nation,https://www.zomato.com/bangalore/barbeque-nation-koramangala-1st-block,"bbq, mughlai, biryani, north indian, desserts, beverages","Koramangala 1st Block, Bangalore",11:30am – 11pm (Today),"86, 1st Cross, Koramangala 1st Block, Bangalore",+918069028722,1,1,1,0,4.6,4561,3.8,635,An indoor barbecue concept venue offering a 'Do-It-Yourself' grilling experience at every table,"Chilli Garlic Prawn, Bbq Prawns, Crispy Potato Skin, Masala Corn, Tangdi Chicken, Pan Kulfi","Personnel, Live Grill, Awesome View, Complimentary Drinks, Outstanding Service, Excellent Hospitality",1600,Bangalore,,,4.199999999999999,5196,2788.0,24,3.169026624924606,6,1895.9791666666667,3.995833333333333
Udupi Palace,https://www.zomato.com/bangalore/udupi-palace-hsr,"south indian, north indian, street food, fast food, chinese, shake","HSR, Bangalore",7am – 11pm (Today),"1188, HNR Towers, 24th Main Road, Sector 2, HSR, Bangalore",+919886445543,1,1,1,0,3.7,249,3.9,21800,,,"Nice Taste, Prompt Service, Excellent Food, Good Taste, Good Quantity, Reasonable Price",400,Bangalore,,,3.8,22049,11219.5,187,0.7922566562311515,6,3225.7593582887703,3.909625668449198
